FECHA;T. Máxima;T.Mínima;;;;;;
12/06/2023;26.3;19.3;;;;;;
13/06/2023;23.3;17.9;;;;;;
14/06/2023;24.1;18.1;;;;;;
15/06/2023;24.4;19.1;;;;;;
16/06/2023;24.9;19.4;;;;;;
17/06/2023;24.6;19.0;;;;;;
18/06/2023;24.1;19.6;;;;;;
19/06/2023;26.5;19.0;;;;;;
20/06/2023;23.9;20.0;;;;;;
21/06/2023;23.1;19.2;;;;;;
22/06/2023;25.2;18.3;;;;;;
23/06/2023;24.5;19.3;;;;;;
24/06/2023;24.2;19.8;;;;;;
25/06/2023;24.7;20.0;;;;;;
26/06/2023;27.3;19.0;;;;;;
27/06/2023;26.4;19.2;;;;;;
28/06/2023;28.7;20.8;;;;;;
29/06/2023;26.6;20.4;;;;;;
30/06/2023;24.3;20.2;;;;;;
01/07/2023;23.1;19.7;;;;;;
02/07/2023;25.3;20.0;;;;;;
03/07/2023;25.8;20.6;;;;;;
04/07/2023;26.5;19.6;;;;;;
05/07/2023;25.3;20.0;;;;;;
06/07/2023;24.3;20.3;;;;;;
07/07/2023;25.0;19.5;;;;;;
08/07/2023;25.1;19.3;;;;;;
09/07/2023;25.0;19.9;;;;;;
10/07/2023;26.1;19.6;;;;;;
11/07/2023;26.6;19.9;;;;;;
12/07/2023;28.5;21.5;;;;;;
13/07/2023;31.2;22.5;;;;;;
14/07/2023;29.1;24.3;;;;;;
15/07/2023;25.5;20.5;;;;;;
16/07/2023;24.8;20.0;;;;;;
17/07/2023;24.8;19.5;;;;;;
18/07/2023;25.0;19.4;;;;;;
19/07/2023;25.6;20.1;;;;;;
20/07/2023;24.3;20.0;;;;;;
21/07/2023;29.0;20.0;;;;;;
22/07/2023;24.6;20.4;;;;;;
23/07/2023;24.6;19.8;;;;;;
24/07/2023;24.9;19.6;;;;;;
25/07/2023;26.1;19.6;;;;;;
26/07/2023;24.8;20.1;;;;;;
27/07/2023;25.2;19.7;;;;;;
28/07/2023;26.5;19.5;;;;;;
29/07/2023;25.6;21.0;;;;;;
30/07/2023;26.9;19.6;;;;;;
31/07/2023;27.6;21.0;;;;;;
01/08/2023;27.1;22.4;;;;;;
02/08/2023;25.3;20.6;;;;;;
03/08/2023;26.0;21.2;;;;;;
04/08/2023;22.5;20.1;;;;;;
05/08/2023;24.3;19.2;;;;;;
06/08/2023;25.1;20.0;;;;;;
07/08/2023;27.0;20.5;;;;;;
08/08/2023;26.5;20.3;;;;;;
09/08/2023;26.1;20.6;;;;;;
10/08/2023;27.6;21.0;;;;;;
11/08/2023;30.8;21.8;;;;;;
12/08/2023;29.4;22.5;;;;;;
13/08/2023;29.5;22.0;;;;;;
14/08/2023;29.0;22.0;;;;;;
15/08/2023;27.3;20.9;;;;;;
16/08/2023;26.7;20.6;;;;;;
17/08/2023;26.8;20.9;;;;;;
18/08/2023;27.9;20.0;;;;;;
19/08/2023;26.3;21.2;;;;;;
20/08/2023;30.5;21.3;;;;;;
21/08/2023;30.7;22.7;;;;;;
22/08/2023;30.8;22.0;;;;;;
23/08/2023;30.0;22.2;;;;;;
24/08/2023;28.6;21.3;;;;;;
25/08/2023;28.1;21.6;;;;;;
26/08/2023;31.7;23.5;;;;;;
27/08/2023;27.1;22.2;;;;;;
28/08/2023;25.2;20.9;;;;;;
29/08/2023;25.8;20.8;;;;;;
30/08/2023;26.5;20.8;;;;;;
31/08/2023;26.1;20.8;;;;;;
01/09/2023;25.5;20.8;;;;;;
02/09/2023;25.6;21.0;;;;;;
03/09/2023;24.9;19.3;;;;;;
04/09/2023;25.4;19.3;;;;;;
05/09/2023;25.6;18.4;;;;;;
06/09/2023;26.2;18.5;;;;;;
07/09/2023;26.5;18.8;;;;;;
08/09/2023;27.4;19.4;;;;;;
09/09/2023;27.2;20.6;;;;;;
10/09/2023;27.0;19.7;;;;;;
11/09/2023;26.6;20.0;;;;;;
12/09/2023;25.3;19.6;;;;;;
13/09/2023;25.6;20.2;;;;;;
14/09/2023;25.0;20.1;;;;;;
15/09/2023;25.9;21.1;;;;;;
16/09/2023;26.3;20.4;;;;;;
17/09/2023;23.0;20.3;;;;;;
18/09/2023;23.4;18.7;;;;;;
19/09/2023;26.0;19.0;;;;;;
20/09/2023;24.6;18.1;;;;;;
21/09/2023;25.1;18.6;;;;;;
22/09/2023;25.0;20.0;;;;;;
23/09/2023;24.5;20.8;;;;;;
24/09/2023;24.8;19.5;;;;;;
25/09/2023;24.5;20.7;;;;;;
26/09/2023;25.6;20.4;;;;;;
27/09/2023;27.0;20.0;;;;;;
28/09/2023;25.1;20.4;;;;;;
29/09/2023;26.1;21.2;;;;;;
30/09/2023;28.5;20.0;;;;;;
01/10/2023;29.5;21.0;;;;;;
02/10/2023;29.6;19.9;;;;;;
03/10/2023;30.3;20.5;;;;;;
04/10/2023;33.5;23.2;;;;;;
05/10/2023;33.1;21.2;;;;;;
06/10/2023;33.7;24.6;;;;;;
07/10/2023;33.4;24.3;;;;;;
08/10/2023;32.5;25.5;;;;;;
09/10/2023;35.5;29.4;;;;;;
10/10/2023;34.2;26.4;;;;;;
11/10/2023;32.5;23.7;;;;;;
12/10/2023;30.7;21.1;;;;;;
13/10/2023;33.4;21.5;;;;;;
14/10/2023;33.6;24.7;;;;;;
15/10/2023;31.1;23.5;;;;;;
16/10/2023;30.4;22.5;;;;;;
17/10/2023;26.5;21.0;;;;;;
18/10/2023;25.7;19.0;;;;;;
19/10/2023;24.7;18.5;;;;;;
20/10/2023;23.4;20.3;;;;;;
21/10/2023;23.4;17.2;;;;;;
22/10/2023;22.4;18.4;;;;;;
23/10/2023;22.7;17.8;;;;;;
24/10/2023;23.5;17.5;;;;;;
25/10/2023;23.5;17.5;;;;;;
26/10/2023;23.0;19.0;;;;;;
27/10/2023;24.6;19.5;;;;;;
28/10/2023;24.0;18.2;;;;;;
29/10/2023;24.3;17.1;;;;;;
30/10/2023;24.4;17.3;;;;;;
31/10/2023;26.4;17.4;;;;;;
01/11/2023;24.6;20.1;;;;;;
02/11/2023;23.1;19.7;;;;;;
03/11/2023;23.8;19.3;;;;;;
04/11/2023;22.8;18.1;;;;;;
05/11/2023;24.4;18.5;;;;;;
06/11/2023;21.5;17.0;;;;;;
07/11/2023;21.3;17.9;;;;;;
08/11/2023;21.7;17.8;;;;;;
09/11/2023;22.6;18.3;;;;;;
10/11/2023;24.3;16.9;;;;;;
11/11/2023;23.8;19.1;;;;;;
12/11/2023;23.3;19.4;;;;;;
13/11/2023;26.6;17.2;;;;;;
14/11/2023;27.1;18.0;;;;;;
15/11/2023;30.9;22.0;;;;;;
16/11/2023;27.9;18.0;;;;;;
17/11/2023;25.0;16.5;;;;;;
18/11/2023;26.2;16.4;;;;;;
19/11/2023;26.1;15.1;;;;;;
20/11/2023;26.6;19.8;;;;;;
21/11/2023;23.8;21.4;;;;;;
22/11/2023;22.7;17.4;;;;;;
23/11/2023;23.1;16.0;;;;;;
24/11/2023;22.4;15.9;;;;;;
25/11/2023;22.0;17.5;;;;;;
26/11/2023;21.5;16.6;;;;;;
27/11/2023;20.4;15.1;;;;;;
28/11/2023;21.8;15.0;;;;;;
29/11/2023;21.1;15.0;;;;;;
30/11/2023;23.5;15.1;;;;;;
01/12/2023;22.8;17.2;;;;;;
02/12/2023;19.8;16.7;;;;;;
03/12/2023;21.0;16.5;;;;;;
04/12/2023;20.0;14.5;;;;;;
05/12/2023;21.5;14.7;;;;;;
06/12/2023;21.3;17.9;;;;;;
07/12/2023;20.9;16.6;;;;;;
08/12/2023;21.1;15.0;;;;;;
09/12/2023;24.4;15.2;;;;;;
10/12/2023;23.7;15.3;;;;;;
11/12/2023;25.2;18.4;;;;;;
12/12/2023;23.0;16.5;;;;;;
13/12/2023;23.5;16.7;;;;;;
14/12/2023;21.1;16.0;;;;;;
15/12/2023;21.0;16.6;;;;;;
16/12/2023;21.6;14.2;;;;;;
17/12/2023;19.1;13.8;;;;;;
18/12/2023;19.4;13.7;;;;;;
19/12/2023;20.5;13.4;;;;;;
20/12/2023;20.0;15.5;;;;;;
21/12/2023;19.0;16.3;;;;;;
22/12/2023;18.8;15.5;;;;;;
23/12/2023;18.3;12.3;;;;;;
24/12/2023;21.2;12.2;;;;;;
25/12/2023;20.7;13.4;;;;;;
26/12/2023;20.8;13.5;;;;;;
27/12/2023;21.6;13.6;;;;;;
28/12/2023;22.4;13.7;;;;;;
29/12/2023;23.2;15.0;;;;;;
30/12/2023;23.9;15.5;;;;;;
31/12/2023;22.2;14.5;;;;;;
01/01/2024;21.6;14.5;;;;;;
02/01/2024;21.4;14.2;;;;;;
03/01/2024;23.1;14.5;;;;;;
04/01/2024;22.4;14.7;;;;;;
05/01/2024;19.9;16.0;;;;;;
06/01/2024;19.9;14.7;;;;;;
07/01/2024;20.9;13.0;;;;;;
08/01/2024;20.4;13.5;;;;;;
09/01/2024;22.0;13.5;;;;;;
10/01/2024;22.0;14.7;;;;;;
11/01/2024;24.4;16.0;;;;;;
12/01/2024;26.0;15.8;;;;;;
13/01/2024;26.6;15.2;;;;;;
14/01/2024;22.9;16.6;;;;;;
15/01/2024;22.4;16.1;;;;;;
16/01/2024;27.7;20.0;;;;;;
17/01/2024;21.2;16.5;;;;;;
18/01/2024;22.4;15.4;;;;;;
19/01/2024;19.8;16.5;;;;;;
20/01/2024;19.2;13.8;;;;;;
21/01/2024;18.4;15.3;;;;;;
22/01/2024;18.9;14.8;;;;;;
23/01/2024;22.2;14.5;;;;;;
24/01/2024;19.9;16.7;;;;;;
25/01/2024;21.5;15.9;;;;;;
26/01/2024;22.4;18.1;;;;;;
27/01/2024;24.2;17.2;;;;;;
28/01/2024;26.0;15.0;;;;;;
29/01/2024;25.2;16.3;;;;;;
30/01/2024;25.5;15.9;;;;;;
31/01/2024;23.3;15.8;;;;;;
01/02/2024;22.3;18.4;;;;;;
02/02/2024;20.9;15.8;;;;;;
03/02/2024;22.9;14.6;;;;;;
04/02/2024;21.8;14.6;;;;;;
05/02/2024;21.4;15.3;;;;;;
06/02/2024;21.4;15.3;;;;;;
07/02/2024;23.7;15.5;;;;;;
08/02/2024;26.0;16.0;;;;;;
09/02/2024;25.4;17.1;;;;;;
10/02/2024;21.4;18.0;;;;;;
11/02/2024;21.5;14.5;;;;;;
12/02/2024;21.8;15.5;;;;;;
13/02/2024;24.9;15.1;;;;;;
14/02/2024;24.1;16.9;;;;;;
15/02/2024;22.1;17.1;;;;;;
16/02/2024;21.2;15.7;;;;;;
17/02/2024;21.5;15.0;;;;;;
18/02/2024;22.5;17.2;;;;;;
19/02/2024;24.0;16.8;;;;;;
20/02/2024;20.9;14.9;;;;;;
21/02/2024;21.2;15.0;;;;;;
22/02/2024;20.8;14.3;;;;;;
23/02/2024;20.2;16.5;;;;;;
24/02/2024;20.1;15.5;;;;;;
25/02/2024;19.2;16.0;;;;;;
26/02/2024;19.8;15.5;;;;;;
27/02/2024;17.6;15.1;;;;;;
28/02/2024;19.4;14.5;;;;;;
29/02/2024;18.2;15.9;;;;;;
01/03/2024;18.4;15.2;;;;;;
02/03/2024;19.6;13.6;;;;;;
03/03/2024;19.0;13.9;;;;;;
04/03/2024;18.7;15.4;;;;;;
05/03/2024;19.6;13.6;;;;;;
06/03/2024;19.3;14.3;;;;;;
07/03/2024;20.1;14.4;;;;;;
08/03/2024;19.0;13.6;;;;;;
09/03/2024;21.7;15.0;;;;;;
10/03/2024;20.2;15.3;;;;;;
11/03/2024;19.4;14.4;;;;;;
12/03/2024;19.7;12.0;;;;;;
13/03/2024;23.0;13.3;;;;;;
14/03/2024;21.5;16.8;;;;;;
15/03/2024;21.6;14.7;;;;;;
16/03/2024;27.6;14.8;;;;;;
17/03/2024;23.0;15.8;;;;;;
18/03/2024;21.1;17.2;;;;;;
19/03/2024;20.7;16.7;;;;;;
20/03/2024;20.5;15.5;;;;;;
21/03/2024;21.0;15.4;;;;;;
22/03/2024;18.9;12.2;;;;;;
23/03/2024;18.3;11.5;;;;;;
24/03/2024;20.2;12.7;;;;;;
25/03/2024;20.5;15.1;;;;;;
26/03/2024;18.7;13.7;;;;;;
27/03/2024;21.1;13.3;;;;;;
28/03/2024;21.4;13.1;;;;;;
29/03/2024;19.7;14.0;;;;;;
30/03/2024;22.3;13.1;;;;;;
31/03/2024;21.8;14.4;;;;;;
01/04/2024;19.5;14.9;;;;;;
02/04/2024;22.7;13.6;;;;;;
03/04/2024;20.6;16.2;;;;;;
04/04/2024;22.0;16.1;;;;;;
05/04/2024;25.3;13.6;;;;;;
06/04/2024;20.9;16.3;;;;;;
07/04/2024;20.9;15.6;;;;;;
08/04/2024;21.0;16.3;;;;;;
09/04/2024;19.4;15.9;;;;;;
10/04/2024;22.4;15.5;;;;;;
11/04/2024;30.6;21.7;;;;;;
12/04/2024;30.8;21.6;;;;;;
13/04/2024;29.7;17.6;;;;;;
14/04/2024;30.1;15.2;;;;;;
15/04/2024;30.6;16.9;;;;;;
16/04/2024;26.7;18.2;;;;;;
17/04/2024;28.5;17.6;;;;;;
18/04/2024;27.9;17.9;;;;;;
19/04/2024;22.4;17.1;;;;;;
20/04/2024;22.4;16.8;;;;;;
21/04/2024;21.7;16.4;;;;;;
22/04/2024;22.2;16.0;;;;;;
23/04/2024;22.5;16.6;;;;;;
24/04/2024;24.5;15.9;;;;;;
25/04/2024;22.8;14.5;;;;;;
26/04/2024;21.5;16.3;;;;;;
27/04/2024;22.4;15.1;;;;;;
28/04/2024;20.7;15.4;;;;;;
29/04/2024;20.2;14.4;;;;;;
30/04/2024;20.0;15.3;;;;;;
01/05/2024;20.4;15.4;;;;;;
02/05/2024;21.0;16.1;;;;;;
03/05/2024;21.3;14.9;;;;;;
04/05/2024;22.0;14.6;;;;;;
05/05/2024;24.0;13.8;;;;;;
06/05/2024;23.2;15.6;;;;;;
07/05/2024;23.0;17.7;;;;;;
08/05/2024;26.3;15.0;;;;;;
09/05/2024;24.6;17.1;;;;;;
10/05/2024;21.6;17.5;;;;;;
11/05/2024;22.2;17.4;;;;;;
12/05/2024;21.2;17.3;;;;;;
13/05/2024;20.6;16.7;;;;;;
14/05/2024;21.7;16.5;;;;;;
15/05/2024;19.5;15.5;;;;;;
16/05/2024;21.0;14.9;;;;;;
17/05/2024;22.4;15.5;;;;;;
18/05/2024;22.2;16.3;;;;;;
19/05/2024;21.6;16.5;;;;;;
20/05/2024;22.2;15.0;;;;;;
21/05/2024;21.9;16.1;;;;;;
22/05/2024;21.8;16.8;;;;;;
23/05/2024;22.4;16.2;;;;;;
24/05/2024;21.3;16.2;;;;;;
25/05/2024;21.5;16.2;;;;;;
26/05/2024;23.0;16.3;;;;;;
27/05/2024;21.4;17.5;;;;;;
28/05/2024;20.9;16.7;;;;;;
29/05/2024;21.8;17.2;;;;;;
30/05/2024;22.0;17.8;;;;;;
31/05/2024;21.9;17.4;;;;;;
01/06/2024;21.9;17.1;;;;;;
02/06/2024;22.2;17.5;;;;;;
03/06/2024;22.4;17.6;;;;;;
04/06/2024;23.0;18.0;;;;;;
05/06/2024;23.3;18.3;;;;;;
06/06/2024;22.6;16.6;;;;;;
07/06/2024;24.7;16.6;;;;;;
08/06/2024;24.9;16.6;;;;;;
09/06/2024;24.3;18.0;;;;;;
10/06/2024;23.5;18.4;;;;;;
11/06/2024;22.0;17.0;;;;;;
12/06/2024;21.9;16.9;;;;;;
13/06/2024;22.3;17.2;;;;;;
14/06/2024;22.0;17.4;;;;;;
15/06/2024;23.3;17.8;;;;;;
16/06/2024;22.0;17.7;;;;;;
17/06/2024;23.3;17.6;;;;;;
18/06/2024;22.7;17.7;;;;;;
19/06/2024;22.9;17.3;;;;;;
20/06/2024;22.9;17.1;;;;;;
21/06/2024;22.7;17.3;;;;;;
22/06/2024;22.1;18.0;;;;;;
23/06/2024;22.8;17.8;;;;;;
24/06/2024;21.8;17.8;;;;;;
25/06/2024;21.4;17.8;;;;;;
26/06/2024;21.7;17.6;;;;;;
27/06/2024;22.6;16.6;;;;;;
28/06/2024;23.6;17.8;;;;;;
29/06/2024;22.2;17.4;;;;;;
30/06/2024;22.6;17.1;;;;;;
01/07/2024;20.7;17.4;;;;;;
02/07/2024;22.1;17.8;;;;;;
03/07/2024;22.2;18.1;;;;;;
04/07/2024;23.4;18.5;;;;;;
05/07/2024;22.4;17.4;;;;;;
06/07/2024;21.8;17.4;;;;;;
07/07/2024;21.4;17.5;;;;;;
08/07/2024;23.0;17.4;;;;;;
09/07/2024;23.3;18.5;;;;;;
10/07/2024;24.6;19.4;;;;;;
11/07/2024;22.4;18.8;;;;;;
12/07/2024;22.9;19.1;;;;;;
13/07/2024;24.3;18.0;;;;;;
14/07/2024;24.7;18.3;;;;;;
15/07/2024;27.6;17.7;;;;;;
16/07/2024;25.4;19.8;;;;;;
17/07/2024;24.7;18.6;;;;;;
18/07/2024;26.4;17.4;;;;;;
19/07/2024;28.4;18.2;;;;;;
20/07/2024;28.2;20.1;;;;;;
21/07/2024;23.3;19.8;;;;;;
22/07/2024;23.7;19.5;;;;;;
23/07/2024;24.5;19.2;;;;;;
24/07/2024;27.1;18.7;;;;;;
25/07/2024;28.7;20.5;;;;;;
26/07/2024;25.1;19.5;;;;;;
27/07/2024;25.4;19.1;;;;;;
28/07/2024;24.2;18.8;;;;;;
29/07/2024;25.8;19.7;;;;;;
30/07/2024;26.2;18.8;;;;;;
31/07/2024;25.8;19.5;;;;;;
01/08/2024;24.2;20.2;;;;;;
02/08/2024;24.9;20.0;;;;;;
03/08/2024;26.9;20.1;;;;;;
04/08/2024;25.4;19.8;;;;;;
05/08/2024;24.5;19.8;;;;;;
06/08/2024;24.7;20.0;;;;;;
07/08/2024;25.0;20.3;;;;;;
08/08/2024;24.7;20.3;;;;;;
09/08/2024;25.4;20.3;;;;;;
10/08/2024;25.2;19.9;;;;;;
11/08/2024;25.4;20.0;;;;;;
12/08/2024;25.6;19.6;;;;;;
13/08/2024;25.0;20.3;;;;;;
14/08/2024;24.4;20.0;;;;;;
15/08/2024;23.7;20.0;;;;;;
16/08/2024;27.1;19.4;;;;;;
17/08/2024;31.0;20.1;;;;;;
18/08/2024;25.9;20.8;;;;;;
19/08/2024;24.8;21.2;;;;;;
20/08/2024;25.2;21.0;;;;;;
21/08/2024;26.3;21.2;;;;;;
22/08/2024;25.9;19.4;;;;;;
23/08/2024;23.7;19.9;;;;;;
24/08/2024;26.2;19.8;;;;;;
25/08/2024;25.1;20.5;;;;;;
26/08/2024;26.0;19.9;;;;;;
27/08/2024;25.2;19.7;;;;;;
28/08/2024;24.6;20.4;;;;;;
29/08/2024;24.9;20.1;;;;;;
30/08/2024;25.3;20.0;;;;;;
31/08/2024;24.7;19.2;;;;;;
